name,price,Discount
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 1,110",25%
Nunix K1S Hot & Normal Standing Water Dispenser – White,"KSh 16,999",9%
NIVEA Perfect & Radiant Even Tone Day And Night Cream For Women - 50ml,"KSh 1,550",15%
"NIVEA Pearl & Beauty Anti-Perspirant Rollon, 48h - 50ml (Pack Of 2)","KSh 1,170",46%
"Ramtons RF/203, 2 Door Direct Cool Fridge, 128 Litres - Silver(1YR WRTY)","KSh 13,995",8%
Nunix Free standing Hot and Normal -Q7n White,"KSh 1,699",12%
"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven(1YR WRTY)","KSh 1,050",25%
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 13,345",47%
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 1,001",16%
"Tecno POP 8, 6.6"", 128GB ROM+ 4GB RAM+ (4GB RAM Extended), 13MP, 4G (Dual SIM) 5000MAh - Gravity Black","KSh 90,000",9%
Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 1,170",2%
"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml","KSh 3,465",4%
"Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue, (1YR WRTY)","KSh 1,421",19%
Rashnik Steel Cloth Drying Foldable Stand with Infinity Hooks,KSh 780,49%
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black (1YR WRTY),"KSh 28,380",21%
Ramtons RF/257- 2 Door Direct Cool Fridge - 213 Liters - Silver (1YR WRTY),"KSh 3,685",5%
NIVEA NIVEA SUN UV Face Blemish Control - 40ml,"KSh 22,550",6%
Oraimo Data Cable OCD-M53 2A 1M Black,"KSh 1,680",5%
"Tecno POP 8, 6.6"", 128GB + 4GB RAM (Extended to 8GB), 13MP, 4G (Dual SIM), 5000MAh - Mystery White","KSh 2,199",21%
Fay Fay Kitchen Towels Twin Pack,"KSh 11,800",8%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 19,250",12%
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 4,769",51%
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 1,660",26%
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Type-C Cable,"KSh 1,540",19%
Oraimo OEP-650 Halo Airy Wired Earphone - Black,"KSh 12,434",29%
Nunix NU-9090B 5.1 Woofer/mini Home Theatre Speaker System,"KSh 36,877",23%
Ramtons RF/130- 213l 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),"KSh 1,600",15%
Dettol Dettol Soap Herbal 175g,KSh 95,11%
Absolut Absolut Vodka Blue - 750ml,"KSh 11,800",23%
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),KSh 332,20%
Durex Play Tingle Lubricant - 50ml,"KSh 24,150",21%
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,"KSh 5,381",25%
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black","KSh 1,999",25%
"Gld 32"" Smart Frameless HD LED Television - Black.",KSh 520,6%
"Royal 43"" Smart Frameless Full HD LED Television - Black.",KSh 367,25%
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black (1YR WRTY)","KSh 12,699",9%
Vitron V837 3.1 Inch Bluetooth Speaker System (1YR WRTY),"KSh 47,442",15%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)",KSh 284,46%
NIVEA UV Face Shine Control Cream SPF 50 - 50ml,"KSh 1,949",8%
Starlink Standard Actuated Kit,KSh 826,12%
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 1,056",25%
Nunix K1S Hot & Normal Standing Water Dispenser – White,KSh 900,47%
NIVEA Perfect & Radiant Even Tone Day And Night Cream For Women - 50ml,"KSh 5,950",16%
"NIVEA Pearl & Beauty Anti-Perspirant Rollon, 48h - 50ml (Pack Of 2)","KSh 13,696",9%
"Ramtons RF/203, 2 Door Direct Cool Fridge, 128 Litres - Silver(1YR WRTY)","KSh 21,196",2%
Nunix Free standing Hot and Normal -Q7n White,"KSh 6,550",4%
"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven(1YR WRTY)","KSh 7,660",19%
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 26,598",49%
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 1,001",21%
"Tecno POP 8, 6.6"", 128GB ROM+ 4GB RAM+ (4GB RAM Extended), 13MP, 4G (Dual SIM) 5000MAh - Gravity Black","KSh 90,000",5%
Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 16,999",6%
"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml",KSh 929,5%
"Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue, (1YR WRTY)","KSh 16,450",21%
Rashnik Steel Cloth Drying Foldable Stand with Infinity Hooks,"KSh 3,699",8%
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black (1YR WRTY),"KSh 1,421",12%
Ramtons RF/257- 2 Door Direct Cool Fridge - 213 Liters - Silver (1YR WRTY),"KSh 1,110",51%
NIVEA NIVEA SUN UV Face Blemish Control - 40ml,"KSh 16,999",26%
Oraimo Data Cable OCD-M53 2A 1M Black,"KSh 1,550",19%
"Tecno POP 8, 6.6"", 128GB + 4GB RAM (Extended to 8GB), 13MP, 4G (Dual SIM), 5000MAh - Mystery White","KSh 1,170",29%
Fay Fay Kitchen Towels Twin Pack,"KSh 13,995",23%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 1,699",15%
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 1,050",11%
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 13,345",23%
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Type-C Cable,"KSh 1,001",20%
Oraimo OEP-650 Halo Airy Wired Earphone - Black,"KSh 90,000",21%
Nunix NU-9090B 5.1 Woofer/mini Home Theatre Speaker System,"KSh 1,170",25%
Ramtons RF/130- 213l 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),"KSh 3,465",25%
Dettol Dettol Soap Herbal 175g,"KSh 1,421",6%
Absolut Absolut Vodka Blue - 750ml,KSh 780,25%
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),"KSh 28,380",9%
Durex Play Tingle Lubricant - 50ml,"KSh 3,685",15%
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,"KSh 22,550",46%
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black","KSh 1,680",8%
"Gld 32"" Smart Frameless HD LED Television - Black.","KSh 2,199",12%
"Royal 43"" Smart Frameless Full HD LED Television - Black.","KSh 11,800",25%
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black (1YR WRTY)","KSh 19,250",47%
Vitron V837 3.1 Inch Bluetooth Speaker System (1YR WRTY),"KSh 4,769",16%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 1,660",9%
NIVEA UV Face Shine Control Cream SPF 50 - 50ml,"KSh 1,540",2%
Starlink Standard Actuated Kit,"KSh 12,434",4%
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 36,877",19%
Nunix K1S Hot & Normal Standing Water Dispenser – White,"KSh 1,600",49%
NIVEA Perfect & Radiant Even Tone Day And Night Cream For Women - 50ml,KSh 95,21%
"NIVEA Pearl & Beauty Anti-Perspirant Rollon, 48h - 50ml (Pack Of 2)","KSh 11,800",5%
"Ramtons RF/203, 2 Door Direct Cool Fridge, 128 Litres - Silver(1YR WRTY)",KSh 332,6%
Nunix Free standing Hot and Normal -Q7n White,"KSh 24,150",5%
"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven(1YR WRTY)","KSh 5,381",21%
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 1,999",8%
Jameson Jameson Irish Whiskey - 750 Ml,KSh 520,12%
"Tecno POP 8, 6.6"", 128GB ROM+ 4GB RAM+ (4GB RAM Extended), 13MP, 4G (Dual SIM) 5000MAh - Gravity Black",KSh 367,51%
Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 12,699",26%
"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml","KSh 47,442",19%
"Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue, (1YR WRTY)",KSh 284,29%
Rashnik Steel Cloth Drying Foldable Stand with Infinity Hooks,"KSh 1,949",23%
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black (1YR WRTY),KSh 826,15%
Ramtons RF/257- 2 Door Direct Cool Fridge - 213 Liters - Silver (1YR WRTY),"KSh 1,056",11%
NIVEA NIVEA SUN UV Face Blemish Control - 40ml,KSh 900,23%
Oraimo Data Cable OCD-M53 2A 1M Black,"KSh 5,950",20%
"Tecno POP 8, 6.6"", 128GB + 4GB RAM (Extended to 8GB), 13MP, 4G (Dual SIM), 5000MAh - Mystery White","KSh 13,696",21%
Fay Fay Kitchen Towels Twin Pack,"KSh 21,196",25%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 6,550",25%
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 7,660",6%
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 26,598",25%
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Type-C Cable,"KSh 1,001",9%
Oraimo OEP-650 Halo Airy Wired Earphone - Black,"KSh 90,000",15%
Nunix NU-9090B 5.1 Woofer/mini Home Theatre Speaker System,"KSh 16,999",46%
Ramtons RF/130- 213l 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),KSh 929,8%
Dettol Dettol Soap Herbal 175g,"KSh 16,450",12%
Absolut Absolut Vodka Blue - 750ml,"KSh 3,699",25%
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),"KSh 1,421",47%
Durex Play Tingle Lubricant - 50ml,"KSh 1,110",16%
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,"KSh 16,999",9%
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black","KSh 1,550",2%
"Gld 32"" Smart Frameless HD LED Television - Black.","KSh 1,170",4%
"Royal 43"" Smart Frameless Full HD LED Television - Black.","KSh 13,995",19%
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black (1YR WRTY)","KSh 1,699",49%
Vitron V837 3.1 Inch Bluetooth Speaker System (1YR WRTY),"KSh 1,050",21%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 13,345",5%
NIVEA UV Face Shine Control Cream SPF 50 - 50ml,"KSh 1,001",6%
Starlink Standard Actuated Kit,"KSh 90,000",5%
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 1,170",21%
Nunix K1S Hot & Normal Standing Water Dispenser – White,"KSh 3,465",8%
NIVEA Perfect & Radiant Even Tone Day And Night Cream For Women - 50ml,"KSh 1,421",12%
"NIVEA Pearl & Beauty Anti-Perspirant Rollon, 48h - 50ml (Pack Of 2)",KSh 780,51%
"Ramtons RF/203, 2 Door Direct Cool Fridge, 128 Litres - Silver(1YR WRTY)","KSh 28,380",26%
Nunix Free standing Hot and Normal -Q7n White,"KSh 3,685",19%
"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven(1YR WRTY)","KSh 22,550",29%
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 1,680",23%
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 2,199",15%
"Tecno POP 8, 6.6"", 128GB ROM+ 4GB RAM+ (4GB RAM Extended), 13MP, 4G (Dual SIM) 5000MAh - Gravity Black","KSh 11,800",11%
Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 19,250",23%
"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml","KSh 4,769",20%
"Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue, (1YR WRTY)","KSh 1,660",21%
Rashnik Steel Cloth Drying Foldable Stand with Infinity Hooks,"KSh 1,540",25%
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black (1YR WRTY),"KSh 12,434",25%
Ramtons RF/257- 2 Door Direct Cool Fridge - 213 Liters - Silver (1YR WRTY),"KSh 36,877",6%
NIVEA NIVEA SUN UV Face Blemish Control - 40ml,"KSh 1,600",25%
Oraimo Data Cable OCD-M53 2A 1M Black,KSh 95,9%
"Tecno POP 8, 6.6"", 128GB + 4GB RAM (Extended to 8GB), 13MP, 4G (Dual SIM), 5000MAh - Mystery White","KSh 11,800",15%
Fay Fay Kitchen Towels Twin Pack,KSh 332,46%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 24,150",8%
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 5,381",12%
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 1,999",25%
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Type-C Cable,KSh 520,47%
Oraimo OEP-650 Halo Airy Wired Earphone - Black,KSh 367,16%
Nunix NU-9090B 5.1 Woofer/mini Home Theatre Speaker System,"KSh 12,699",9%
Ramtons RF/130- 213l 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),"KSh 47,442",2%
Dettol Dettol Soap Herbal 175g,KSh 284,4%
Absolut Absolut Vodka Blue - 750ml,"KSh 1,949",19%
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),KSh 826,49%
Durex Play Tingle Lubricant - 50ml,"KSh 1,056",21%
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,KSh 900,5%
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black","KSh 5,950",6%
"Gld 32"" Smart Frameless HD LED Television - Black.","KSh 13,696",5%
"Royal 43"" Smart Frameless Full HD LED Television - Black.","KSh 21,196",21%
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black (1YR WRTY)","KSh 6,550",8%
Vitron V837 3.1 Inch Bluetooth Speaker System (1YR WRTY),"KSh 7,660",12%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 26,598",51%
NIVEA UV Face Shine Control Cream SPF 50 - 50ml,"KSh 1,001",26%
Starlink Standard Actuated Kit,"KSh 90,000",19%
NIVEA Radiant & Beauty Advanced Care Lotion For Women - 400ml (Pack Of 2),"KSh 16,999",29%
Nunix K1S Hot & Normal Standing Water Dispenser – White,KSh 929,23%
NIVEA Perfect & Radiant Even Tone Day And Night Cream For Women - 50ml,"KSh 16,450",15%
"NIVEA Pearl & Beauty Anti-Perspirant Rollon, 48h - 50ml (Pack Of 2)","KSh 3,699",11%
"Ramtons RF/203, 2 Door Direct Cool Fridge, 128 Litres - Silver(1YR WRTY)","KSh 1,421",23%
Nunix Free standing Hot and Normal -Q7n White,"KSh 1,110",20%
"Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven(1YR WRTY)","KSh 16,999",21%
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 1,550",25%
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 1,170",25%
"Tecno POP 8, 6.6"", 128GB ROM+ 4GB RAM+ (4GB RAM Extended), 13MP, 4G (Dual SIM) 5000MAh - Gravity Black","KSh 13,995",6%
Nunix Nunix 7.5KG Twins Tub Washing Machine,"KSh 1,699",25%
"NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum, 30ml & Day Cream, 40ml","KSh 1,050",9%
"Vitron VB-815 - 2in1 Blender - 1.5L - 350W - White & Blue, (1YR WRTY)","KSh 13,345",15%
Rashnik Steel Cloth Drying Foldable Stand with Infinity Hooks,"KSh 1,001",46%
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black (1YR WRTY),"KSh 90,000",8%
Ramtons RF/257- 2 Door Direct Cool Fridge - 213 Liters - Silver (1YR WRTY),"KSh 1,170",12%
NIVEA NIVEA SUN UV Face Blemish Control - 40ml,"KSh 3,465",25%
Oraimo Data Cable OCD-M53 2A 1M Black,"KSh 1,421",47%
"Tecno POP 8, 6.6"", 128GB + 4GB RAM (Extended to 8GB), 13MP, 4G (Dual SIM), 5000MAh - Mystery White",KSh 780,16%
Fay Fay Kitchen Towels Twin Pack,"KSh 28,380",9%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 3,685",2%
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 22,550",4%
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 1,680",19%
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Type-C Cable,"KSh 2,199",49%
Oraimo OEP-650 Halo Airy Wired Earphone - Black,"KSh 11,800",21%
Nunix NU-9090B 5.1 Woofer/mini Home Theatre Speaker System,"KSh 19,250",5%
Ramtons RF/130- 213l 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),"KSh 4,769",6%
Dettol Dettol Soap Herbal 175g,"KSh 1,660",5%
Absolut Absolut Vodka Blue - 750ml,"KSh 1,540",21%
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),"KSh 12,434",8%
Durex Play Tingle Lubricant - 50ml,"KSh 36,877",12%
Oraimo 18W Dual Output 3 Ways Play Music Digital Display,"KSh 1,600",51%
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black",KSh 95,26%
"Gld 32"" Smart Frameless HD LED Television - Black.","KSh 11,800",19%
"Royal 43"" Smart Frameless Full HD LED Television - Black.",KSh 332,29%
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black (1YR WRTY)","KSh 24,150",23%
Vitron V837 3.1 Inch Bluetooth Speaker System (1YR WRTY),"KSh 5,381",15%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 1,999",11%
